"InteractorA","InteractorA_type","Relation","InteractorB","InteractorB_type","DB","DB_type","PMID"
"Insulin beef","Drug","HDAC9","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","HDAC9","TYPE 2 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","HDAC9","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","STK11","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","SERPINE1","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","SERPINE1","ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","SERPINE1","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","SERPINE1","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","IRS1","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","IRS1","ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","MAPT","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","MAPT","NIEMANN-PICK DISEASE, TYPE C1","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","SLC2A4","PROSTATE CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","SLC2A4","OBESITY","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","PTPN1","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","PTPN1","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","CAD","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","CAD","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","SFRP4","OBESITY","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","IDE","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","SIRT1","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","SIRT1","DISORGANIZATION, MOUSE, HOMOLOG OF","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","SIRT1","OSTEOARTHRITIS SUSCEPTIBILITY 1","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","SIRT1","DOWN SYNDROME","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","CREB1","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","CREB1","PROSTATE CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","CREB1","OBESITY","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","CREB1","TYPE 2 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","FOXO3","CHOANAL ATRESIA, POSTERIOR","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","FOXO3","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","FOXO3","OBESITY","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","FOXO3","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","PTK2","PROSTATE CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","PTK2","TYPE 2 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","MTOR","CHOANAL ATRESIA, POSTERIOR","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","PIK3CG","OBESITY","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","HNF4A","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","PIK3CA","PROSTATE CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","PIK3CA","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","PIK3CA","TYPE 2 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","ATM","ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","ATM","CHOANAL ATRESIA, POSTERIOR","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","ATM","PROSTATE CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","IL1B","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","KCNJ11","OBESITY","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","PTEN","ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","NEUROD1","OBESITY","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","NEUROD1","MATURITY-ONSET DIABETES OF THE YOUNG","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","NEUROD1","TYPE 2 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","PPARG","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","PPARG","PROSTATE CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","PPARG","CYSTIC FIBROSIS","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","G6PC1","TYPE 2 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","APOA1","OBESITY","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","APOA1","NIEMANN-PICK DISEASE, TYPE C1","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","APOA1","TYPE 2 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","JUN","ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","JUN","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","PPARA","CYSTIC FIBROSIS","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","VDR","OBESITY","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","VDR","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","GC","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","GC","CYSTIC FIBROSIS","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","SP1","PROSTATE CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","SP1","OBESITY","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","SP1","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","EGR1","TYPE 2 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","AKR1B1","TYPE 2 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","AKR1B1","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","IGFBP3","ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","IGFBP3","OBESITY","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","IGFBP3","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","NLRP3","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","NLRP3","OBESITY","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","DFFB","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","MMP9","ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","MMP9","OBESITY","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","MMP9","TYPE 2 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","TLR4","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","SLC2A1","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","SLC2A1","CHOANAL ATRESIA, POSTERIOR","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","SLC2A1","CYSTIC FIBROSIS","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","PPIAP10","ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","PPIAP10","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","PPIAP10","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","NR1H4","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","NR1H4","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","TGM2","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","CD36","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","CD36","OBESITY","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","PIK3CB","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","PIK3CB","ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","PIK3CB","CHOANAL ATRESIA, POSTERIOR","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","NR3C1","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","NR3C1","ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","PRRT2","CHOANAL ATRESIA, POSTERIOR","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","PRRT2","PROSTATE CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","BRCA1","PROSTATE CANCER","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","PRKAA1","ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","PRKAA1","CHOANAL ATRESIA, POSTERIOR","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","PRKAA1","ALZHEIMER DISEASE 3","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","PRKAA1","OBESITY","Disease","Collected from literature","Collected from literature",""
"Insulin beef","Drug","PRKAA1","CYSTIC FIBROSIS","Disease","Collected from literature","Collected from literature",""
