"InteractorA","InteractorA_type","Relation","InteractorB","InteractorB_type","DB","DB_type","PMID"
"FLT1","Gene","inhibitor","TG100-801","Drug","DGidb","Drug-Gene Interation",""
"PIK3C3","Gene","inhibitor","XL-765","Drug","DGidb","Drug-Gene Interation",""
"PIK3CA","Gene","inhibitor","PI 3-KG INHIBITOR II","Drug","DGidb","Drug-Gene Interation",""
"PIK3R6","Gene","inhibitor","BAY80-6946","Drug","DGidb","Drug-Gene Interation",""
"NR3C1","Gene","antagonist","MIFEPRISTONE","Drug","DGidb","Drug-Gene Interation",""
"FCER2","Gene","antagonist","LUMILIXIMAB","Drug","DGidb","Drug-Gene Interation",""
"MMP13","Gene","inhibitor","CL82198","Drug","DGidb","Drug-Gene Interation",""
"SCN10A","Gene","blocker","ORPHENADRINE (CHLORIDE)","Drug","DGidb","Drug-Gene Interation",""
"NPY1R","Gene","agonist","PEPTIDE YY","Drug","DGidb","Drug-Gene Interation",""
"ADRA2A","Gene","antagonist","ARC-239","Drug","DGidb","Drug-Gene Interation",""
"PDGFRB","Gene","inhibitor","SU-014813","Drug","DGidb","Drug-Gene Interation",""
"CDK9","Gene","inhibitor","MILCICLIB","Drug","DGidb","Drug-Gene Interation",""
"UTS2R","Gene","agonist","[BZ-PHE6]U-II (HUMAN)","Drug","DGidb","Drug-Gene Interation",""
"IMPDH2","Gene","inhibitor","MYCOPHENOLATE MOFETIL","Drug","DGidb","Drug-Gene Interation",""
"NDUFS4","Gene","inhibitor","ME-344","Drug","DGidb","Drug-Gene Interation",""
"PNLIP","Gene","inhibitor","ORLISTAT","Drug","DGidb","Drug-Gene Interation",""
"SSTR3","Gene","antagonist","BIM 23627","Drug","DGidb","Drug-Gene Interation",""
"MTOR","Gene","inhibitor","WORTMANNIN","Drug","DGidb","Drug-Gene Interation",""
"OPRM1","Gene","antagonist","NALOXONE","Drug","DGidb","Drug-Gene Interation",""
"HTR2B","Gene","antagonist","LISURIDE","Drug","DGidb","Drug-Gene Interation",""
"CHRM5","Gene","antagonist","HIMBACINE","Drug","DGidb","Drug-Gene Interation",""
"GPR119","Gene","agonist","LYSOPHOSPHATIDYLETHANOLAMINE","Drug","DGidb","Drug-Gene Interation",""
"TNFSF11","Gene","antibody","DENOSUMAB","Drug","DGidb","Drug-Gene Interation",""
"CCR3","Gene","antagonist","AZD3778","Drug","DGidb","Drug-Gene Interation",""
"NR3C1","Gene","agonist","HYDROCORTISONE BUTYRATE","Drug","DGidb","Drug-Gene Interation",""
"BDKRB2","Gene","agonist","KALLIDIN","Drug","DGidb","Drug-Gene Interation",""
"APH1B","Gene","inhibitor","BEGACESTAT","Drug","DGidb","Drug-Gene Interation",""
"PDGFRB","Gene","inhibitor","ENMD-981693","Drug","DGidb","Drug-Gene Interation",""
"RPS6KA6","Gene","inhibitor","AT-9283","Drug","DGidb","Drug-Gene Interation",""
"GALR2","Gene","agonist","GALANIN(1-12)","Drug","DGidb","Drug-Gene Interation",""
"YES1","Gene","inhibitor","SU6656","Drug","DGidb","Drug-Gene Interation",""
"DIO1","Gene","inhibitor","PROPYLTHIOURACIL","Drug","DGidb","Drug-Gene Interation",""
"ITGB7","Gene","antagonist","FIRATEGRAST","Drug","DGidb","Drug-Gene Interation",""
"CARM1","Gene","inhibitor","MS049","Drug","DGidb","Drug-Gene Interation",""
"GABRP","Gene","positive modulator","QUAZEPAM","Drug","DGidb","Drug-Gene Interation",""
"PTGER3","Gene","agonist","ILOPROST","Drug","DGidb","Drug-Gene Interation",""
"GABRP","Gene","positive modulator","LORAZEPAM","Drug","DGidb","Drug-Gene Interation",""
"CYP27A1","Gene","inhibitor","COMPOUND 4D","Drug","DGidb","Drug-Gene Interation","20655626"
"GRM8","Gene","agonist","[3H]AP4","Drug","DGidb","Drug-Gene Interation",""
"NDUFAB1","Gene","inhibitor","ME-344","Drug","DGidb","Drug-Gene Interation",""
"GABRA1","Gene","allosteric modulator","RO4938581","Drug","DGidb","Drug-Gene Interation",""
"F2RL1","Gene","agonist","2-FUROYL-LIGR","Drug","DGidb","Drug-Gene Interation",""
"BIRC2","Gene","inhibitor","SM-122","Drug","DGidb","Drug-Gene Interation",""
"HDAC4","Gene","inhibitor","PCI-24781","Drug","DGidb","Drug-Gene Interation",""
"PRKCD","Gene","inhibitor","MIDOSTAURIN","Drug","DGidb","Drug-Gene Interation",""
"LCK","Gene","inhibitor","PP1","Drug","DGidb","Drug-Gene Interation",""
"SLC10A2","Gene","inhibitor","SC-435","Drug","DGidb","Drug-Gene Interation",""
"ABCC1","Gene","inhibitor","WP814","Drug","DGidb","Drug-Gene Interation",""
"KCNF1","Gene","blocker","NERISPIRDINE","Drug","DGidb","Drug-Gene Interation",""
"SCN10A","Gene","blocker","MEPHENYTOIN","Drug","DGidb","Drug-Gene Interation",""
"F10","Gene","inhibitor","APIXABAN","Drug","DGidb","Drug-Gene Interation",""
"MGA","Gene","inhibitor","MIGLITOL","Drug","DGidb","Drug-Gene Interation",""
"EGFR","Gene","inhibitor","ROCILETINIB","Drug","DGidb","Drug-Gene Interation",""
"PSMD14","Gene","inhibitor","BORTEZOMIB","Drug","DGidb","Drug-Gene Interation",""
"NPY5R","Gene","antagonist","L-152,804","Drug","DGidb","Drug-Gene Interation",""
"PDGFRB","Gene","inhibitor","LXH254","Drug","DGidb","Drug-Gene Interation",""
"PTGS1","Gene","inhibitor","NAPROXEN SODIUM","Drug","DGidb","Drug-Gene Interation",""
"ACE2","Gene","inhibitor","MLN-4760","Drug","DGidb","Drug-Gene Interation",""
"PIK3CD","Gene","inhibitor","GSK-2269557","Drug","DGidb","Drug-Gene Interation",""
"NDUFB1","Gene","inhibitor","ME-344","Drug","DGidb","Drug-Gene Interation",""
"HTR2B","Gene","antagonist","BF-1","Drug","DGidb","Drug-Gene Interation",""
"HTR7","Gene","antagonist","2-BROMO-LSD","Drug","DGidb","Drug-Gene Interation",""
"PIK3CB","Gene","inhibitor","SOPHORETIN","Drug","DGidb","Drug-Gene Interation",""
"ADRB2","Gene","antagonist","LABETALOL HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"FAAH","Gene","inhibitor","DUAL SEH/FAAH INHIBITOR 11","Drug","DGidb","Drug-Gene Interation",""
"PDE4C","Gene","inhibitor","DYPHYLLINE","Drug","DGidb","Drug-Gene Interation",""
"CHRM2","Gene","antagonist","PROPANTHELINE","Drug","DGidb","Drug-Gene Interation",""
"ALOX5","Gene","inhibitor","5-LOX INHIBITOR 2M","Drug","DGidb","Drug-Gene Interation","30199704"
"GRM2","Gene","agonist","L-CCG-I","Drug","DGidb","Drug-Gene Interation",""
"PDE3B","Gene","inhibitor","DIPYRIDAMOLE","Drug","DGidb","Drug-Gene Interation",""
"ZACN","Gene","agonist","H+","Drug","DGidb","Drug-Gene Interation",""
"GSK3B","Gene","inhibitor","GSK-3 INHIBITOR XIII","Drug","DGidb","Drug-Gene Interation",""
"TYK2","Gene","inhibitor","HESPERADIN","Drug","DGidb","Drug-Gene Interation",""
"OPRD1","Gene","agonist","HYDROMORPHONE","Drug","DGidb","Drug-Gene Interation",""
"SMO","Gene","antagonist","TALADEGIB","Drug","DGidb","Drug-Gene Interation",""
"PIK3R6","Gene","inhibitor","XL147","Drug","DGidb","Drug-Gene Interation",""
"NDUFA5","Gene","inhibitor","ME-344","Drug","DGidb","Drug-Gene Interation",""
"P2RY12","Gene","antagonist","TICLOPIDINE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"PPARA","Gene","agonist","IMIGLITAZAR","Drug","DGidb","Drug-Gene Interation",""
"MAP2K3","Gene","inhibitor","AZD6244","Drug","DGidb","Drug-Gene Interation",""
"RYR2","Gene","activator","SURAMIN","Drug","DGidb","Drug-Gene Interation",""
"ABHD6","Gene","inhibitor","WWL70","Drug","DGidb","Drug-Gene Interation",""
"SSTR4","Gene","agonist","SRIF-28","Drug","DGidb","Drug-Gene Interation",""
"APLNR","Gene","agonist","APELIN-36","Drug","DGidb","Drug-Gene Interation",""
"PRSS1","Gene","inhibitor","NAFAMOSTAT","Drug","DGidb","Drug-Gene Interation",""
"RARG","Gene","antagonist","AGN193109","Drug","DGidb","Drug-Gene Interation",""
"GABRA4","Gene","positive modulator","METHYPRYLON","Drug","DGidb","Drug-Gene Interation",""
"CFTR","Gene","blocker","GATX1","Drug","DGidb","Drug-Gene Interation",""
"MAPK10","Gene","inhibitor","JNK INHIBITOR VIII","Drug","DGidb","Drug-Gene Interation",""
"ABCC8","Gene","blocker","NATEGLINIDE","Drug","DGidb","Drug-Gene Interation",""
"CHRM3","Gene","agonist","PILOCARPINE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"PIK3CD","Gene","inhibitor","PARSACLISIB","Drug","DGidb","Drug-Gene Interation",""
"ADORA2A","Gene","agonist","AB-MECA","Drug","DGidb","Drug-Gene Interation",""
"BRAF","Gene","inhibitor","RAF265","Drug","DGidb","Drug-Gene Interation",""
"SCN10A","Gene","blocker","QUINIDINE GLUCONATE","Drug","DGidb","Drug-Gene Interation",""
"HDAC1","Gene","inhibitor","CITARINOSTAT","Drug","DGidb","Drug-Gene Interation",""
"HRH4","Gene","antagonist","TOREFORANT","Drug","DGidb","Drug-Gene Interation",""
"LOXL2","Gene","inhibitor","COMPOUND 21B","Drug","DGidb","Drug-Gene Interation","31430136"
"HTR2C","Gene","antagonist","OLANZAPINE PAMOATE","Drug","DGidb","Drug-Gene Interation",""
"PRKCB","Gene","inhibitor","SOTRASTAURIN","Drug","DGidb","Drug-Gene Interation",""
"JAK1","Gene","inhibitor","MOMELOTINIB","Drug","DGidb","Drug-Gene Interation",""
"RPS6KA6","Gene","inhibitor","BI-D1870","Drug","DGidb","Drug-Gene Interation",""
"SLC1A3","Gene","inhibitor","DL-TBOA","Drug","DGidb","Drug-Gene Interation",""
"SSTR3","Gene","antagonist","PRL-2915","Drug","DGidb","Drug-Gene Interation",""
"DDR2","Gene","inhibitor","DDR1/2 INHIBITOR 5N","Drug","DGidb","Drug-Gene Interation",""
"SCN10A","Gene","blocker","ZONISAMIDE","Drug","DGidb","Drug-Gene Interation",""
"PARP2","Gene","inhibitor","OLAPARIB","Drug","DGidb","Drug-Gene Interation",""
"CD4","Gene","negative modulator","PRILIXIMAB","Drug","DGidb","Drug-Gene Interation",""
"GART","Gene","inhibitor","PEMETREXED DISODIUM","Drug","DGidb","Drug-Gene Interation",""
"GABRA4","Gene","positive modulator","ESTAZOLAM","Drug","DGidb","Drug-Gene Interation",""
"ADRB2","Gene","agonist","ORCIPRENALINE","Drug","DGidb","Drug-Gene Interation",""
"PPARG","Gene","agonist","LY-465608","Drug","DGidb","Drug-Gene Interation",""
"CHRM1","Gene","allosteric modulator","Tâ€ê495","Drug","DGidb","Drug-Gene Interation",""
"GABRA5","Gene","positive modulator","CHLORDIAZEPOXIDE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"PDE6A","Gene","inhibitor","COMPOUND 53","Drug","DGidb","Drug-Gene Interation","19631533"
"PDE4A","Gene","inhibitor","THEOPHYLLINE SODIUM GLYCINATE","Drug","DGidb","Drug-Gene Interation",""
"GALR1","Gene","agonist","[SAR1, D-ALA12]GALANIN(1-16)","Drug","DGidb","Drug-Gene Interation",""
"AXL","Gene","inhibitor","DUBERMATINIB","Drug","DGidb","Drug-Gene Interation",""
"MCOLN3","Gene","activator","PHOSPHATIDYL (3,5) INOSITOL BISPHOSPHATE","Drug","DGidb","Drug-Gene Interation",""
"KDR","Gene","inhibitor","AG-13958","Drug","DGidb","Drug-Gene Interation",""
"CDK4","Gene","inhibitor","PURVALANOL B","Drug","DGidb","Drug-Gene Interation",""
"CD40LG","Gene","inhibitor","RUPLIZUMAB","Drug","DGidb","Drug-Gene Interation",""
"ACKR4","Gene","agonist","CCL25","Drug","DGidb","Drug-Gene Interation",""
"ATR","Gene","inhibitor","BAY1895344","Drug","DGidb","Drug-Gene Interation",""
"HCRTR2","Gene","antagonist","LSN2424100","Drug","DGidb","Drug-Gene Interation",""
"RPS6KA1","Gene","inhibitor","COMPOUND E22","Drug","DGidb","Drug-Gene Interation","31298542"
"BTK","Gene","inhibitor","SPEBRUTINIB BESYLATE","Drug","DGidb","Drug-Gene Interation",""
"ASIC1","Gene","blocker","PI-THERAPHOTOXIN-HM3A","Drug","DGidb","Drug-Gene Interation",""
"AVPR1A","Gene","antagonist","RELCOVAPTAN","Drug","DGidb","Drug-Gene Interation",""
"CXCR6","Gene","agonist","[125I]CXCL16 (HUMAN)","Drug","DGidb","Drug-Gene Interation",""
"GABRA3","Gene","positive modulator","CHLORDIAZEPOXIDE","Drug","DGidb","Drug-Gene Interation",""
"PSMA5","Gene","inhibitor","CARFILZOMIB","Drug","DGidb","Drug-Gene Interation",""
"GLP1R","Gene","agonist","[125I]GLP-1-(7-37) (HUMAN)","Drug","DGidb","Drug-Gene Interation",""
"NR5A2","Gene","agonist","RJW100","Drug","DGidb","Drug-Gene Interation",""
"MCHR1","Gene","antagonist","COMPOUND (R)-10H","Drug","DGidb","Drug-Gene Interation","22490048"
"KDR","Gene","inhibitor","XL-999","Drug","DGidb","Drug-Gene Interation",""
"PKD2L1","Gene","blocker","LA3+","Drug","DGidb","Drug-Gene Interation",""
"HTR2A","Gene","agonist","AL-37350A","Drug","DGidb","Drug-Gene Interation",""
"OPRM1","Gene","agonist","FENTANYL HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"GABRA5","Gene","allosteric modulator","MRK016","Drug","DGidb","Drug-Gene Interation",""
"SSTR5","Gene","agonist","BIM 23059","Drug","DGidb","Drug-Gene Interation",""
"GPR84","Gene","agonist","6-N-OCTYLAMINOURACIL","Drug","DGidb","Drug-Gene Interation",""
"PCSK6","Gene","inhibitor","PEPTIDE 18","Drug","DGidb","Drug-Gene Interation","24350995"
"PTGS2","Gene","inhibitor","CELECOXIB","Drug","DGidb","Drug-Gene Interation",""
"ADRA1B","Gene","antagonist","RO-70-0004","Drug","DGidb","Drug-Gene Interation",""
"MAPKAPK2","Gene","inhibitor","COMPOUND 33","Drug","DGidb","Drug-Gene Interation","19364658"
"PRKCA","Gene","inhibitor","GÃ– 6983","Drug","DGidb","Drug-Gene Interation",""
"MTOR","Gene","inhibitor","VS-5584","Drug","DGidb","Drug-Gene Interation",""
"ADAM8","Gene","inhibitor","INCB3619","Drug","DGidb","Drug-Gene Interation",""
"CHRM3","Gene","antagonist","ACLIDINIUM","Drug","DGidb","Drug-Gene Interation",""
"PIK3CA","Gene","inhibitor","VS-5584","Drug","DGidb","Drug-Gene Interation",""
"LPAR2","Gene","antagonist","KI16425","Drug","DGidb","Drug-Gene Interation",""
"GRIK2","Gene","agonist","[3H]SYM2081","Drug","DGidb","Drug-Gene Interation",""
"NPY1R","Gene","agonist","[ALA31,AIB32]NPY (PIG)","Drug","DGidb","Drug-Gene Interation",""
"SLC12A7","Gene","inhibitor","DIOA","Drug","DGidb","Drug-Gene Interation",""
"JAK2","Gene","inhibitor","REPOTRECTINIB","Drug","DGidb","Drug-Gene Interation",""
"MET","Gene","inhibitor","BMS-817378","Drug","DGidb","Drug-Gene Interation",""
"CCRL2","Gene","agonist","CCL19","Drug","DGidb","Drug-Gene Interation",""
"SPHK2","Gene","inhibitor","SLM6071469","Drug","DGidb","Drug-Gene Interation",""
"ADRA1B","Gene","antagonist","CLOZAPINE","Drug","DGidb","Drug-Gene Interation",""
"BRD4","Gene","inhibitor","I-BET151","Drug","DGidb","Drug-Gene Interation",""
"PSMC1","Gene","inhibitor","CARFILZOMIB","Drug","DGidb","Drug-Gene Interation",""
"MLNR","Gene","agonist","MOTILIN","Drug","DGidb","Drug-Gene Interation",""
"BRAF","Gene","inhibitor","ZELBORAF","Drug","DGidb","Drug-Gene Interation",""
"HTR1D","Gene","agonist","LYSERGIC ACID","Drug","DGidb","Drug-Gene Interation",""
"BTK","Gene","inhibitor","FENEBRUTINIB","Drug","DGidb","Drug-Gene Interation",""
"CSF3R","Gene","agonist","PEGFILGRASTIM","Drug","DGidb","Drug-Gene Interation",""
"TUBB3","Gene","inhibitor","ERIBULIN MESYLATE","Drug","DGidb","Drug-Gene Interation",""
"TYK2","Gene","inhibitor","OCLACITINIB","Drug","DGidb","Drug-Gene Interation",""
"HRH3","Gene","agonist","COMPOUND 3A","Drug","DGidb","Drug-Gene Interation","18606542"
"BRD4","Gene","inhibitor","COMPOUND 7D","Drug","DGidb","Drug-Gene Interation","25703523"
"KDR","Gene","inhibitor","E-3810","Drug","DGidb","Drug-Gene Interation",""
"CACNA1D","Gene","blocker","FELODIPINE","Drug","DGidb","Drug-Gene Interation",""
"ERBB2","Gene","inhibitor","NERATINIB","Drug","DGidb","Drug-Gene Interation",""
"AOC3","Gene","inhibitor","PHENELZINE","Drug","DGidb","Drug-Gene Interation",""
"SSTR4","Gene","agonist","L-362,855","Drug","DGidb","Drug-Gene Interation",""
"EGFR","Gene","inhibitor","AFATINIB","Drug","DGidb","Drug-Gene Interation",""
"CSNK1E","Gene","inhibitor","PF-670462","Drug","DGidb","Drug-Gene Interation",""
"KISS1R","Gene","agonist","4-FLUOROBENZOYL-FGLRW-NH2","Drug","DGidb","Drug-Gene Interation",""
"FZD7","Gene","antagonist","SRI37892","Drug","DGidb","Drug-Gene Interation",""
"TLR7","Gene","agonist","LOXORIBINE","Drug","DGidb","Drug-Gene Interation",""
"F2","Gene","inhibitor","MELAGATRAN","Drug","DGidb","Drug-Gene Interation",""
"PIK3CG","Gene","inhibitor","DACTOLISIB","Drug","DGidb","Drug-Gene Interation",""
"ADRA2B","Gene","antagonist","ERGOLOID MESYLATES","Drug","DGidb","Drug-Gene Interation",""
"PDGFRB","Gene","inhibitor","TG100-801","Drug","DGidb","Drug-Gene Interation",""
"TOP2A","Gene","inhibitor","C-1311","Drug","DGidb","Drug-Gene Interation",""
"F10","Gene","inhibitor","BETRIXABAN","Drug","DGidb","Drug-Gene Interation",""
"GABRA3","Gene","allosteric modulator","FLUNITRAZEPAM","Drug","DGidb","Drug-Gene Interation",""
"BTK","Gene","inhibitor","LFM-A13","Drug","DGidb","Drug-Gene Interation",""
"PIK3R3","Gene","inhibitor","BAY80-6946","Drug","DGidb","Drug-Gene Interation",""
"TYR","Gene","inhibitor","MONOBENZONE","Drug","DGidb","Drug-Gene Interation",""
"PAK5","Gene","inhibitor","GSK690693","Drug","DGidb","Drug-Gene Interation",""
"ELANE","Gene","inhibitor","BAY-678","Drug","DGidb","Drug-Gene Interation",""
"MAPK11","Gene","inhibitor","NEFLAMAPIMOD","Drug","DGidb","Drug-Gene Interation",""
"GRIN2C","Gene","partial agonist","NRX-1074","Drug","DGidb","Drug-Gene Interation",""
"CRHR1","Gene","agonist","[125I]TYR0-CRF (HUMAN, RAT, MOUSE)","Drug","DGidb","Drug-Gene Interation",""
"GRM4","Gene","allosteric modulator","ADX88178","Drug","DGidb","Drug-Gene Interation",""
"TBXA2R","Gene","agonist","[125I]BOP","Drug","DGidb","Drug-Gene Interation",""
"CHRM4","Gene","antagonist","GLYCOPYRROLATE","Drug","DGidb","Drug-Gene Interation",""
"MMP9","Gene","antibody","ANDECALIXIMAB","Drug","DGidb","Drug-Gene Interation",""
"NDUFA7","Gene","inhibitor","ME-344","Drug","DGidb","Drug-Gene Interation",""
"KDR","Gene","inhibitor","TELATINIB","Drug","DGidb","Drug-Gene Interation",""
"PLK1","Gene","inhibitor","GSK-461364A","Drug","DGidb","Drug-Gene Interation",""
"S1PR1","Gene","agonist","AUY954","Drug","DGidb","Drug-Gene Interation",""
"GHRHR","Gene","agonist","TESAMORELIN ACETATE","Drug","DGidb","Drug-Gene Interation",""
"ADORA3","Gene","antagonist","LUF7602","Drug","DGidb","Drug-Gene Interation",""
"TRPM4","Gene","activator","PIP2","Drug","DGidb","Drug-Gene Interation",""
"NEK2","Gene","inhibitor","HESPERADIN","Drug","DGidb","Drug-Gene Interation",""
"GABRA3","Gene","positive modulator","AZD7325","Drug","DGidb","Drug-Gene Interation",""
"DRD2","Gene","antagonist","NAFADOTRIDE","Drug","DGidb","Drug-Gene Interation",""
"JAK2","Gene","inhibitor","LY2784544","Drug","DGidb","Drug-Gene Interation",""
"CCR7","Gene","agonist","CCL21","Drug","DGidb","Drug-Gene Interation",""
"TPH1","Gene","inhibitor","TELOTRISTAT ETHYL","Drug","DGidb","Drug-Gene Interation",""
"SCN11A","Gene","blocker","MEPIVACAINE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"RXRB","Gene","antagonist","UVI3003","Drug","DGidb","Drug-Gene Interation",""
"ROCK2","Gene","inhibitor","Y27632","Drug","DGidb","Drug-Gene Interation",""
"EGFR","Gene","inhibitor","MAVELERTINIB","Drug","DGidb","Drug-Gene Interation",""
"ADORA3","Gene","antagonist","MRS1177","Drug","DGidb","Drug-Gene Interation",""
"FLT1","Gene","inhibitor","ENMD-2076","Drug","DGidb","Drug-Gene Interation",""
"GPR143","Gene","agonist","LEVODOPA","Drug","DGidb","Drug-Gene Interation",""
"PIK3C3","Gene","inhibitor","TORIN 2","Drug","DGidb","Drug-Gene Interation",""
"PDGFRB","Gene","inhibitor","SORAFENIB TOSYLATE","Drug","DGidb","Drug-Gene Interation",""
"FGFR2","Gene","inhibitor","MASITINIB","Drug","DGidb","Drug-Gene Interation",""
"SEM1","Gene","inhibitor","IXAZOMIB CITRATE","Drug","DGidb","Drug-Gene Interation",""
"HRH3","Gene","antagonist","[123I]IODOPROXYFAN","Drug","DGidb","Drug-Gene Interation",""
"SLCO1B3","Gene","inhibitor","SILDENAFIL","Drug","DGidb","Drug-Gene Interation",""
"LIMK2","Gene","inhibitor","COMPOUND 14","Drug","DGidb","Drug-Gene Interation","19831390"
"SSTR2","Gene","antagonist","[D-TYR8]CYN 154806","Drug","DGidb","Drug-Gene Interation",""
"GABRA5","Gene","allosteric modulator","TETRAHYDRODEOXYCORTICOSTERONE","Drug","DGidb","Drug-Gene Interation",""
"KCNN2","Gene","activator","SKA-31","Drug","DGidb","Drug-Gene Interation",""
"FLT3","Gene","inhibitor","UNC4203","Drug","DGidb","Drug-Gene Interation",""
"SCN5A","Gene","blocker","QUINIDINE POLYGALACTURONATE","Drug","DGidb","Drug-Gene Interation",""
"PIEZO1","Gene","inhibitor","DOOKU1","Drug","DGidb","Drug-Gene Interation",""
"TYMS","Gene","inhibitor","PEMETREXED","Drug","DGidb","Drug-Gene Interation",""
"HTR1F","Gene","agonist","2-METHYL-5-HT","Drug","DGidb","Drug-Gene Interation",""
"GRM7","Gene","agonist","L-GLUTAMIC ACID","Drug","DGidb","Drug-Gene Interation",""
"CASP1","Gene","inhibitor","PRALNACASAN","Drug","DGidb","Drug-Gene Interation",""
"PIK3CA","Gene","inhibitor","TASELISIB","Drug","DGidb","Drug-Gene Interation",""
"GRIN2A","Gene","agonist","NMDA","Drug","DGidb","Drug-Gene Interation",""
"MAPK14","Gene","inhibitor","TALMAPIMOD","Drug","DGidb","Drug-Gene Interation",""
"HRH1","Gene","antagonist","LY2624803","Drug","DGidb","Drug-Gene Interation",""
"FYN","Gene","inhibitor","JNJ-26483327","Drug","DGidb","Drug-Gene Interation",""
"CSNK1G1","Gene","inhibitor","COMPOUND 33","Drug","DGidb","Drug-Gene Interation","19364658"
"HRH2","Gene","antagonist","INCB-38579","Drug","DGidb","Drug-Gene Interation",""
"CACNA1I","Gene","modulator","GABAPENTIN ENACARBIL","Drug","DGidb","Drug-Gene Interation",""
"HRH1","Gene","antagonist","EPINASTINE","Drug","DGidb","Drug-Gene Interation",""
"PPARG","Gene","agonist","AVE0847","Drug","DGidb","Drug-Gene Interation",""
